Genus,Importer,Exporter,Term,Purpose,Source
Panthera,KP,CN,bodies,E,U
Panthera,KR,CN,specimens,E,C
Panthera,NL,NO,live,Z,C
Panthera,PK,CA,live,B,F
Panthera,RU,BY,skins,P,C
Panthera,US,GB,specimens,S,W
Pardofelis,GB,US,specimens,S,W
Pardofelis,GB,US,specimens,S,W
Uncia,CA,US,live,Z,F
Uncia,CH,FR,live,Z,C
Uncia,CL,FR,live,Z,C
Uncia,FR,CH,live,Z,C
Uncia,HU,CH,live,Z,C
Uncia,IN,FR,live,Z,C
Uncia,IN,GB,live,Z,C
Uncia,US,CH,live,Z,F
Uncia,US,DE,live,Z,C
Uncia,US,FI,live,Z,C
Uncia,US,FR,live,Z,C
Uncia,US,SE,live,Z,C
Carduelis,CA,NL,live,T,C
Carduelis,KW,BE,live,T,C
Carduelis,QA,NL,live,T,C
Carduelis,UZ,NL,live,T,C
Gavialis,US,IN,live,Z,F
Batagur,SG,KH,specimens,S,C
Batagur,SG,KH,specimens,S,W
Batagur,SG,XX,specimens,S,C
Batagur,SG,XX,specimens,S,W
Grus,US,CA,eggs (live),N,F
Grus,CD,BE,live,T,C
Grus,KP,CN,bodies,E,U
Grus,QA,NL,live,T,C
Grus,QA,NL,live,T,C
Grus,QA,NL,live,T,C
Grus,RU,CZ,eggs (live),N,C
Grus,UA,CZ,live,T,C
Grus,ZA,NL,live,T,C
Grus,ZA,NL,live,T,C
Grus,ZA,NL,live,T,C
Grus,KP,CN,bodies,E,U
Grus,DE,RU,live,B,C
Grus,SG,NL,live,T,C
Grus,SG,NL,live,Z,C
Grus,BD,NL,live,T,C
Grus,KP,CN,bodies,E,U
Grus,QA,AE,live,T,C
Grus,QA,AE,live,T,C
Grus,RU,CZ,eggs (live),N,C
Grus,ZA,NL,live,T,C
Grus,ZA,NL,live,T,C
Grus,ZA,NL,live,T,C
Heloderma,CA,US,live,Z,C
Gorilla,GB,US,specimens,S,W
Gorilla,US,RW,bones,S,W
Gorilla,DE,CG,specimens,S,W
Gorilla,DE,CM,specimens,S,W
Gorilla,DE,GA,specimens,S,C
Gorilla,DK,CH,specimens,S,C
Gorilla,GB,CH,specimens,M,C
Gorilla,TW,PL,live,Z,F
Gorilla,US,CG,specimens,S,I
Gorilla,US,CG,specimens,S,W
Gorilla,XX,DE,bodies,Q,C
Pan,BE,US,hair,Q,O
Pan,CN,CZ,live,Z,U
Pan,CN,KW,live,Z,C
Pan,DE,CD,specimens,S,W
Pan,DE,CG,specimens,S,W
Pan,DE,CI,bones,S,W
Pan,DE,CI,bones,S,W
Pan,DE,CI,hair,S,W
Pan,DE,CI,hair,S,W
Pan,DE,CI,skulls,S,W
Pan,DE,CI,specimens,S,W
Pan,DE,CI,specimens,S,W
Pan,DE,CM,hair,S,W
Pan,DE,GA,bones,S,W
Pan,DE,GA,hair,S,W
Pan,DE,GA,skulls,S,W
Pan,DE,GA,teeth,S,W
Pan,DE,ML,hair,S,W
Pan,DE,RW,hair,S,W
Pan,DE,TZ,specimens,S,W
Pan,DK,CH,specimens,S,C
Pan,DK,SN,specimens,S,W
Pan,GB,US,live,Z,C
Pan,GT,SE,live,Z,C
Pan,GT,SE,live,Z,F
Pan,IN,IL,live,Z,C
Pan,KE,IQ,live,E,U
Pan,KE,IQ,live,,U
Pan,KZ,RU,live,Z,C
Pan,KZ,RU,live,Z,C
Pan,LT,UA,live,Q,C
Pan,NL,CI,specimens,S,W
Pan,RU,AM,live,T,W
Pan,RU,AM,live,B,C
Pan,TJ,UZ,live,Q,C
Pan,TT,ZA,live,Q,I
Pan,UA,LT,live,Q,C
Pan,UG,CF,specimens,S,W
Pan,UG,CF,specimens,S,W
Pan,UG,CF,specimens,S,W
Pan,US,CA,skulls,P,I
Pan,US,CD,specimens,S,W
Pan,US,CG,specimens,S,W
Pan,US,CM,skulls,T,I
Pan,US,RW,specimens,S,W
Pan,US,UG,bone pieces,S,W
Pan,US,UG,specimens,S,W
Pan,US,UG,teeth,S,W
Pan,UZ,KG,live,Q,C
Pongo,DK,CH,specimens,S,C
Pongo,GB,JE,bodies,S,O
Pongo,GB,JE,bodies,S,O
Pongo,HK,DK,specimens,S,C
Pongo,HK,DK,specimens,S,C
Pongo,ID,JE,skulls,S,O
Pongo,US,AU,live,Z,C
Pongo,US,DE,live,Z,C
Pongo,CH,ID,specimens,S,W
Pongo,CN,GB,bodies,Q,O
Pongo,CN,UZ,live,T,C
Pongo,IL,DE,live,Z,C
Pongo,IL,NL,live,Z,C
Pongo,IL,NL,live,Z,F
Pongo,KP,CN,bodies,E,U
Pongo,MY,SG,live,Z,C
Pongo,RU,DK,live,Z,C
Pongo,US,ID,skulls,P,I
Pongo,US,ID,specimens,S,W
Pongo,US,ID,specimens,S,W
Hylobates,KP,CN,bodies,E,U
Hylobates,IM,GB,live,Z,C
Hylobates,TH,ID,skulls,Q,W
Hylobates,FR,CH,live,Z,F
Nomascus,DE,VN,specimens,S,F
Nomascus,DE,VN,specimens,S,W
Nomascus,AU,US,live,Z,F
Nomascus,DE,VN,specimens,S,W
Nomascus,KP,CN,bodies,E,U
Nomascus,TR,DE,live,Z,C
Nomascus,US,AU,live,Z,F
Nomascus,DE,VN,specimens,S,F
Nomascus,DE,VN,specimens,S,W
Symphalangus,MK,BE,live,Z,C
Symphalangus,MK,BE,live,Z,
Symphalangus,SG,FR,live,Z,C
Brachylophus,US,FJ,specimens,S,W
Brachylophus,CA,DE,live,T,C
Brachylophus,CH,DE,live,T,C
Brachylophus,PH,DE,live,B,C
Brachylophus,PH,DE,live,T,C
Brachylophus,US,FJ,specimens,S,W
Brachylophus,US,FJ,specimens,S,W
Cyclura,US,JM,specimens,S,W
Cyclura,CH,AT,live,T,C
Cyclura,UA,DE,live,T,C
Cyclura,US,DO,specimens,S,W
Cyclura,US,HK,live,M,I
Cyclura,US,BS,specimens,S,W
Cyclura,US,BS,specimens,S,W
Cyclura,US,KY,specimens,S,W
Cyclura,KP,CU,live,Z,C
Cyclura,US,KY,specimens,M,W
Cyclura,US,KY,specimens,S,W
Cyclura,US,DO,specimens,S,W
Cyclura,JP,AT,live,Z,C
Cyclura,US,BS,specimens,S,W
Cyclura,US,BS,specimens,S,W
Propithecus,DE,MG,specimens,S,W
Propithecus,US,MG,specimens,S,W
Latimeria,JP,ID,bodies,S,W
Latimeria,JP,ID,bodies,S,W
Dalbergia,AE,DK,carvings,T,O
Dalbergia,AE,US,wood product,T,O
Dalbergia,AT,US,wood product,Q,O
Dalbergia,AU,DK,carvings,T,O
Dalbergia,AU,FR,carvings,Q,O
Dalbergia,AU,US,wood product,T,O
Dalbergia,AU,US,wood product,T,O
Dalbergia,BE,US,carvings,T,O
Dalbergia,BR,DK,carvings,T,O
Dalbergia,BS,DK,carvings,T,O
Dalbergia,CA,DK,carvings,T,O
Dalbergia,CA,ES,carvings,T,O
Dalbergia,CA,FI,wood product,T,O
Dalbergia,CA,GB,carvings,T,O
Dalbergia,CA,US,wood product,T,O
Dalbergia,CA,US,wood product,T,O
Dalbergia,CH,AE,specimens,T,O
Dalbergia,CH,DE,carvings,T,O
Dalbergia,CH,DE,carvings,T,O
Dalbergia,CH,DE,carvings,T,O
Dalbergia,CH,DK,carvings,T,O
Dalbergia,CH,FR,carvings,T,O
Dalbergia,CH,GB,carvings,T,O
Dalbergia,CH,GB,carvings,T,O
Dalbergia,CH,SE,carvings,T,O
Dalbergia,CH,SG,jewellery,T,O
Dalbergia,CH,US,wood product,T,O
Dalbergia,CL,DE,carvings,T,O
Dalbergia,CN,DE,carvings,T,O
Dalbergia,CN,DE,carvings,T,O
Dalbergia,CN,DE,carvings,T,O
Dalbergia,CN,DE,carvings,T,O
Dalbergia,CN,DK,carvings,T,O
Dalbergia,CN,ES,carvings,T,O
Dalbergia,CN,FR,carvings,T,O
Dalbergia,CN,GB,carvings,P,O
Dalbergia,CN,GB,carvings,T,O
Dalbergia,CN,GB,wood product,T,O
Dalbergia,CN,US,wood product,T,O
Dalbergia,CN,US,wood product,Q,O
Dalbergia,CN,US,wood product,T,O
Dalbergia,CZ,US,carvings,Q,O
Dalbergia,DE,IE,carvings,P,U
Dalbergia,DE,IL,carvings,P,O
Dalbergia,DE,US,wood product,T,O
Dalbergia,DE,US,carvings,T,O
Dalbergia,DE,US,wood product,Q,O
Dalbergia,DE,US,wood product,T,O
Dalbergia,FI,US,wood product,Q,O
Dalbergia,FR,CH,jewellery,T,O
Dalbergia,FR,US,carvings,Q,O
Dalbergia,FR,US,carvings,T,O
Dalbergia,FR,US,wood product,T,O
Dalbergia,GB,CH,carvings,T,O
Dalbergia,GB,GG,wood product,T,O
Dalbergia,GB,GI,carvings,T,O
Dalbergia,GB,JP,wood product,P,O
Dalbergia,GB,US,carvings,T,O
Dalbergia,GB,US,wood product,T,O
Dalbergia,GB,US,carvings,P,O
Dalbergia,GB,US,carvings,T,O
Dalbergia,GB,US,wood product,Q,O
Dalbergia,GB,US,wood product,T,O
Dalbergia,GB,US,carvings,T,O
Dalbergia,GB,US,wood product,T,O
Dalbergia,GR,US,wood product,T,O
Dalbergia,HK,CH,wood product,T,O
Dalbergia,HK,DE,wood product,T,O
Dalbergia,HK,DK,carvings,T,O
Dalbergia,HK,GB,wood product,T,O
Dalbergia,HK,US,wood product,T,O
Dalbergia,HK,US,wood product,Q,O
Dalbergia,HK,US,wood product,T,O
Dalbergia,ID,DK,carvings,T,O
Dalbergia,ID,US,wood product,T,O
Dalbergia,IN,GB,carvings,T,O
Dalbergia,IT,US,carvings,T,O
Dalbergia,IT,US,wood product,T,O
Dalbergia,JE,GB,carvings,T,O
Dalbergia,JP,DE,carvings,T,O
Dalbergia,JP,DE,wood product,T,O
Dalbergia,JP,DE,carvings,T,O
Dalbergia,JP,DE,wood product,T,O
Dalbergia,JP,DK,carvings,T,O
Dalbergia,JP,DK,wood product,P,O
Dalbergia,JP,DK,wood product,T,O
Dalbergia,JP,DK,carvings,T,O
Dalbergia,JP,FR,carvings,T,O
Dalbergia,JP,FR,wood product,T,O
Dalbergia,JP,GB,carvings,T,O
Dalbergia,JP,GB,wood product,T,O
Dalbergia,JP,GB,wood product,Q,O
Dalbergia,JP,IL,wood product,T,O
Dalbergia,JP,IT,carvings,T,O
Dalbergia,JP,IT,sawn wood,T,O
Dalbergia,JP,IT,wood product,T,O
Dalbergia,JP,US,wood product,T,O
Dalbergia,JP,US,wood product,T,W
Dalbergia,JP,US,wood product,P,O
Dalbergia,JP,US,wood product,Q,O
Dalbergia,JP,US,wood product,T,O
Dalbergia,JP,US,wood product,T,O
Dalbergia,KP,DK,carvings,T,O
Dalbergia,KR,DE,carvings,T,O
Dalbergia,KR,DE,carvings,T,O
Dalbergia,KR,DK,carvings,T,O
Dalbergia,KR,US,wood product,Q,O
Dalbergia,KR,US,wood product,T,O
Dalbergia,KR,US,wood product,T,O
Dalbergia,LU,BR,carvings,,O
Dalbergia,MY,IT,carvings,T,O
Dalbergia,NL,US,carvings,T,O
Dalbergia,NL,US,wood product,Q,O
Dalbergia,NL,US,wood product,T,O
Dalbergia,NO,DK,carvings,P,O
Dalbergia,NO,DK,wood product,T,O
Dalbergia,NO,NL,carvings,T,O
Dalbergia,NZ,DK,carvings,T,O
Dalbergia,NZ,US,wood product,T,O
Dalbergia,PT,DK,carvings,T,O
Dalbergia,PY,GB,carvings,P,O
Dalbergia,RU,FR,carvings,T,O
Dalbergia,SE,DK,carvings,T,O
Dalbergia,SE,US,wood product,T,O
Dalbergia,SE,US,carvings,T,O
Dalbergia,SG,CH,jewellery,T,O
Dalbergia,SG,DK,carvings,T,O
Dalbergia,SG,GB,carvings,T,O
Dalbergia,SG,SE,carvings,T,O
Dalbergia,SG,US,wood product,T,O
Dalbergia,SN,US,wood product,L,I
Dalbergia,TH,DE,carvings,T,O
Dalbergia,TH,DK,carvings,T,O
Dalbergia,TH,US,wood product,T,O
Dalbergia,TH,US,wood product,T,O
Dalbergia,TR,GB,carvings,T,O
Dalbergia,TR,US,wood product,T,O
Dalbergia,TW,DE,carvings,T,O
Dalbergia,TW,DK,carvings,T,O
Dalbergia,TW,GB,carvings,T,O
Dalbergia,TW,US,wood product,T,I
Dalbergia,TW,US,wood product,T,O
Dalbergia,TW,US,wood product,Q,O
Dalbergia,US,AR,wood product,T,O
Dalbergia,US,AT,veneer,T,O
Dalbergia,US,AT,wood product,T,O
Dalbergia,US,BR,sawn wood,T,O
Dalbergia,US,BR,sawn wood,P,I
Dalbergia,US,BR,veneer,T,O
Dalbergia,US,CA,wood product,P,W
Dalbergia,US,CA,wood product,T,O
Dalbergia,US,CH,wood product,Q,O
Dalbergia,US,CN,wood product,Q,O
Dalbergia,US,CZ,carvings,Q,O
Dalbergia,US,DE,carvings,T,O
Dalbergia,US,DE,carvings,T,O
Dalbergia,US,DE,carvings,T,O
Dalbergia,US,DE,carvings,T,O
Dalbergia,US,DE,carvings,T,O
Dalbergia,US,DK,carvings,P,O
Dalbergia,US,DK,carvings,T,O
Dalbergia,US,DK,wood product,T,O
Dalbergia,US,DK,carvings,T,O
Dalbergia,US,DK,wood product,Q,O
Dalbergia,US,DK,wood product,T,O
Dalbergia,US,DK,carvings,T,O
Dalbergia,US,FI,wood product,T,O
Dalbergia,US,FR,carvings,T,O
Dalbergia,US,FR,veneer,T,O
Dalbergia,US,FR,wood product,T,O
Dalbergia,US,FR,carvings,T,O
Dalbergia,US,FR,wood product,Q,O
Dalbergia,US,FR,wood product,T,O
Dalbergia,US,GB,carvings,T,O
Dalbergia,US,GB,wood product,P,O
Dalbergia,US,GB,wood product,T,O
Dalbergia,US,GB,carvings,P,O
Dalbergia,US,GB,carvings,T,O
Dalbergia,US,GB,wood product,P,O
Dalbergia,US,GB,wood product,Q,O
Dalbergia,US,GB,wood product,T,O
Dalbergia,US,IL,wood product,T,O
Dalbergia,US,IL,wood product,T,O
Dalbergia,US,IT,carvings,T,O
Dalbergia,US,IT,sawn wood,T,O
Dalbergia,US,IT,sawn wood,T,O
Dalbergia,US,IT,wood product,T,O
Dalbergia,US,JP,wood product,Q,O
Dalbergia,US,JP,wood product,T,O
Dalbergia,US,JP,wood product,Q,O
Dalbergia,US,JP,wood product,T,O
Dalbergia,US,KR,wood product,Q,O
Dalbergia,US,LU,wood product,Q,O
Dalbergia,US,PT,carvings,T,O
Dalbergia,US,SE,carvings,T,O
Dalbergia,US,SE,wood product,P,W
Dalbergia,US,SE,wood product,T,O
Dalbergia,US,SE,carvings,Q,O
Dalbergia,US,ZA,wood product,P,W
Dalbergia,XX,DE,carvings,P,O
Dalbergia,XX,DE,carvings,P,O
Dalbergia,XX,US,wood product,P,O
,NL,RU,carvings,E,O
Eulemur,US,DE,live,Z,C
Eulemur,US,DE,live,Z,F
Eulemur,GI,ES,live,Z,F
Eulemur,ID,HU,live,Z,C
Eulemur,FR,US,live,Z,C
Eulemur,FR,US,specimens,S,W
Eulemur,MA,FR,live,Z,C
Eulemur,RS,HU,live,Z,C
Eulemur,DE,MG,specimens,S,W
Hapalemur,JE,GB,live,Z,C
Hapalemur,US,MG,specimens,S,W
Hapalemur,US,MG,specimens,S,W
Lemur,AU,US,live,Z,C
Lemur,BY,IL,live,Z,C
Lemur,CA,US,live,Z,C
Lemur,CN,CA,live,Z,F
Lemur,CN,CZ,live,T,C
Lemur,CN,CZ,live,T,C
Lemur,CN,CZ,live,T,C
Lemur,CN,CZ,live,T,C
Lemur,CN,CZ,live,Z,C
Lemur,CN,CZ,live,T,C
Lemur,CN,CZ,live,Z,C
Lemur,CN,CZ,live,T,C
Lemur,CN,CZ,live,Z,C
Lemur,CN,CZ,live,T,C
Lemur,CN,CZ,live,B,C
Lemur,CN,CZ,live,T,C
Lemur,CN,CZ,live,Z,C
Lemur,FR,FR,live,Z,R
Lemur,FR,FR,live,Z,C
Lemur,ID,FR,live,Z,C
Lemur,MA,FR,live,Z,C
Lemur,MU,FR,live,Z,C
Lemur,RU,AM,live,T,W
Lemur,TR,NL,bodies,T,C
Lemur,UA,CZ,live,Z,C
Lemur,VN,CZ,live,T,C
Lemur,VN,CZ,live,T,C
Lemur,VN,CZ,live,T,C
Lemur,VN,CZ,live,T,C
Lemur,VN,CZ,live,T,C
Varecia,MG,FR,live,Z,C
Varecia,MG,FR,live,Z,C
Varecia,SG,JP,live,Z,C
Varecia,CA,GB,live,Z,C
Varecia,CA,PL,live,Z,C
Varecia,CH,NL,live,Z,C
Varecia,CL,GB,live,B,C
Varecia,CN,CA,live,Z,F
Varecia,IL,CZ,live,Z,C
Varecia,MA,FR,live,Z,C
Lepilemur,US,PT,specimens,S,I
Lepilemur,GB,MG,specimens,S,W
Lepilemur,US,PT,specimens,S,W
Lepilemur,BE,MG,specimens,S,W
Lepilemur,GB,MG,specimens,S,W
Aloe,CH,DK,live,,
Aloe,NO,DK,live,,
Aloe,US,AU,live,T,I
Aloe,US,BE,live,T,A
Aloe,GB,MG,specimens,S,W
Aloe,CA,US,live,T,D
Aloe,ES,ZA,live,T,A
Aloe,JP,ES,live,T,A
Aloe,JP,ZA,live,T,D
Aloe,JP,ZA,live,T,I
Aloe,NC,DE,live,T,D
Aloe,JP,TH,live,T,D
Aloe,US,TH,live,T,D
Nycticebus,US,KH,feet,T,I
Nycticebus,DE,CH,live,B,I
Nycticebus,GB,CN,live,B,I
Nycticebus,KP,CN,bodies,E,U
Nycticebus,PL,CH,live,Z,C
Loxocemus,JP,GB,ivory carvings,T,O
Moschus,US,CN,musk,T,I
Picathartes,DE,US,specimens,S,F
Lutra,BE,NO,specimens,S,C
Lutra,CH,DE,live,Z,W
Lutra,DE,CH,live,Z,C
Lutra,IT,CH,live,Z,C
Lutra,JP,KW,live,B,
Lutra,KW,JP,live,B,C
Lutra,KW,JP,live,S,C
Lutra,US,GB,specimens,S,W
Lutra,US,IT,teeth,S,W
Lutra,US,SE,teeth,S,W
Mustela,CA,US,live,B,C
Mustela,GB,US,specimens,S,C
Mustela,GB,US,specimens,S,W
Mustela,US,CA,live,S,C
Mustela,US,CA,live,S,C
Nepenthes,GB,LK,live,T,D
Nepenthes,US,LK,live,T,A
Nepenthes,JP,TH,live,T,D
Nepenthes,US,LK,live,T,D
Nepenthes,GB,LK,live,T,D
Nepenthes,JP,LK,live,T,D
Nepenthes,US,LK,live,T,D
Aerangis,DE,EC,live,T,D
Aerangis,GB,MG,seeds,S,W
Aerangis,GB,MG,specimens,S,W
Aerangis,US,DE,live,T,D
Aerangis,US,EC,live,T,D
Dendrobium,AF,TH,live,T,D
Dendrobium,BE,TH,live,T,A
Dendrobium,DE,TH,live,T,D
Dendrobium,FR,TH,cultures,T,D
Dendrobium,IN,TH,roots,T,D
Dendrobium,JP,TH,live,T,D
Dendrobium,US,TW,derivatives,T,I
Laelia,DE,BR,live,T,A
Laelia,US,BR,live,T,D
Laelia,US,DE,live,T,D
Laelia,DE,BR,live,T,A
Laelia,DE,BR,live,T,D
Laelia,US,BR,live,T,A
Laelia,US,DE,live,T,D
,JP,MY,live,T,A
,US,CN,medicine,T,I
,CA,US,live,T,A
,DE,TW,live,T,A
,TH,US,stems,T,A
Paphiopedilum,AE,NL,live,T,A
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,BY,NL,live,,A
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,CN,live,T,A
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,CH,NL,live,,A
Paphiopedilum,DE,CN,live,T,A
Paphiopedilum,DE,CN,live,T,D
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,HK,NL,live,T,A
Paphiopedilum,HK,NL,live,,A
Paphiopedilum,HK,TH,live,P,D
Paphiopedilum,JP,CN,live,T,A
Paphiopedilum,JP,CN,live,T,D
Paphiopedilum,JP,DE,live,T,A
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,ID,live,T,A
Paphiopedilum,JP,TH,live,T,D
Paphiopedilum,JP,TW,flowers,T,A
Paphiopedilum,JP,TW,live,T,A
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,JP,US,live,T,A
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,KZ,NL,live,,A
Paphiopedilum,MD,NL,live,,A
Paphiopedilum,NO,NL,live,,A
Paphiopedilum,RE,NL,live,,A
Paphiopedilum,TW,JP,live,P,A
Paphiopedilum,TW,JP,live,T,A
Paphiopedilum,TW,JP,live,T,
Paphiopedilum,UA,NL,live,,A
Paphiopedilum,US,CA,live,T,D
Paphiopedilum,US,CN,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,JP,live,T,A
Paphiopedilum,US,JP,live,T,
Paphiopedilum,US,NL,live,T,A
Paphiopedilum,US,NL,live,,A
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,US,TW,live,T,D
Paphiopedilum,XX,NL,live,,A
Paphiopedilum,ZW,NL,live,,A
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,CN,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,CN,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,CN,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,US,CN,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AU,MY,live,T,A
Paphiopedilum,DE,MY,live,T,A
Paphiopedilum,DE,MY,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,MY,live,T,A
Paphiopedilum,JP,MY,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,SG,MY,live,T,A
Paphiopedilum,US,MY,live,T,A
Paphiopedilum,US,MY,live,T,D
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,CN,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,AU,MY,live,T,A
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,CH,DE,live,T,D
Paphiopedilum,DE,MY,live,T,A
Paphiopedilum,DE,MY,live,T,D
Paphiopedilum,DE,TH,live,P,D
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,FR,TH,live,T,D
Paphiopedilum,HK,TH,live,P,D
Paphiopedilum,HK,TH,live,T,D
Paphiopedilum,JP,CN,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,MY,live,T,A
Paphiopedilum,JP,MY,live,T,D
Paphiopedilum,SG,MY,live,T,A
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,MY,live,T,A
Paphiopedilum,US,MY,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AE,NL,live,,A
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,CH,NL,live,,A
Paphiopedilum,CW,NL,live,,A
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,GF,NL,live,,A
Paphiopedilum,HK,NL,live,,A
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,KE,NL,live,,A
Paphiopedilum,KW,NL,live,,A
Paphiopedilum,LB,NL,live,,A
Paphiopedilum,ME,NL,live,,A
Paphiopedilum,NO,NL,live,,A
Paphiopedilum,SX,NL,live,,A
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,EC,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,XX,NL,live,,A
Paphiopedilum,ZA,NL,live,,A
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,CN,live,T,D
Paphiopedilum,DE,MY,live,T,D
Paphiopedilum,DE,TH,live,T,D
Paphiopedilum,DE,TW,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,FR,TH,live,T,D
Paphiopedilum,HK,TH,live,P,D
Paphiopedilum,HK,TH,live,T,D
Paphiopedilum,JP,CN,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,MY,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,AU,MY,live,T,A
Paphiopedilum,AU,MY,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,MY,live,T,A
Paphiopedilum,DE,MY,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,JP,MY,live,T,A
Paphiopedilum,JP,MY,live,T,D
Paphiopedilum,SG,MY,live,T,A
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,US,MY,live,T,A
Paphiopedilum,US,MY,live,T,D
Paphiopedilum,US,TH,live,T,D
Paphiopedilum,AF,TH,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,Q,A
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,FR,TH,live,T,A
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,TW,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,T,D
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,US,CN,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,US,live,T,D
Paphiopedilum,CH,DE,live,Q,A
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,US,live,T,D
Paphiopedilum,US,DE,live,T,D
Paphiopedilum,CA,CN,live,T,D
Paphiopedilum,CH,CN,live,T,D
Paphiopedilum,CH,DE,live,T,A
Paphiopedilum,DE,CN,live,T,D
Paphiopedilum,DE,TW,live,T,A
Paphiopedilum,JP,CN,live,T,D
Paphiopedilum,JP,DE,live,T,D
Paphiopedilum,JP,US,live,T,D
Paphiopedilum,US,CN,live,T,D
